"Date","timeNumber","timeHHMMSS","Size","Price"
20140303,0.399814814814815,93544,201,1207.11661691542
20140303,0.399826388888889,93545,105,1207.19285714286
20140303,0.399837962962963,93546,25,1207.399
20140303,0.399849537037037,93547,121,1206.90247603306
20140303,0.399872685185185,93549,410,1206.84756097561
20140303,0.399884259259259,93550,24,1206.40505
20140303,0.399918981481481,93553,50,1206.491
20140303,0.399976851851852,93558,5,1207
20140303,0.399988425925926,93559,6,1206.9999
20140303,0.4,93600,405,1207.07321111111
20140303,0.400011574074074,93601,25,1207.409
20140303,0.400023148148148,93602,10,1207.01
20140303,0.400034722222222,93603,300,1207.79833333333
20140303,0.400046296296296,93604,100,1206.74
20140303,0.400092592592593,93608,100,1207.65
20140303,0.400127314814815,93611,100,1207.7699
20140303,0.400138888888889,93612,40,1207.2206625
20140303,0.400162037037037,93614,412,1207.09611650485
20140303,0.400173611111111,93615,125,1207.464
20140303,0.400196759259259,93617,5,1207.6245
20140303,0.400208333333333,93618,55,1207.65908181818
20140303,0.400243055555556,93621,250,1207.371
20140303,0.400266203703704,93623,15,1206.28333333333
20140303,0.400300925925926,93626,100,1206.812
20140303,0.4003125,93627,101,1206.37871287129
20140303,0.400324074074074,93628,255,1206.53862745098
20140303,0.400335648148148,93629,78,1206.52083333333
20140303,0.400347222222222,93630,10,1206.37
20140303,0.400358796296296,93631,10,1206.789
20140303,0.40037037037037,93632,1,1206.7879
20140303,0.400381944444444,93633,20,1206.37
20140303,0.400393518518519,93634,100,1206.38
20140303,0.400416666666667,93636,101,1206.37247623762
20140303,0.400474537037037,93641,20,1206.37
20140303,0.400509259259259,93644,40,1206.37
20140303,0.400532407407407,93646,50,1206.7699
20140303,0.400555555555556,93648,1,1206.7699
20140303,0.400578703703704,93650,100,1206.09
20140303,0.400601851851852,93652,75,1206.63
20140303,0.400613425925926,93653,5,1206
20140303,0.400625,93654,2,1206.61
20140303,0.400636574074074,93655,1,1206
20140303,0.400648148148148,93656,205,1206.03317073171
20140303,0.40068287037037,93659,100,1206.219
20140303,0.400694444444444,93700,97,1205.92
20140303,0.400706018518519,93701,340,1205.97882352941
20140303,0.400763888888889,93706,2,1206.305
20140303,0.400775462962963,93707,399,1205.5722
20140303,0.400787037037037,93708,8,1206.29
20140303,0.400798611111111,93709,300,1205.77
20140303,0.400868055555556,93715,60,1206.23
20140303,0.40087962962963,93716,7,1205.63957142857
20140303,0.400960648148148,93723,200,1205.90125
20140303,0.400972222222222,93724,50,1205.385
20140303,0.401006944444444,93727,100,1206.04
20140303,0.401018518518518,93728,4,1205.39
20140303,0.401041666666667,93730,200,1205.41585
20140303,0.401053240740741,93731,35,1205.38
20140303,0.401076388888889,93733,2,1205.381
20140303,0.401099537037037,93735,2,1206.05
20140303,0.401134259259259,93738,100,1205.705
20140303,0.401180555555556,93742,500,1205.3994
20140303,0.401215277777778,93745,100,1205.39
20140303,0.401226851851852,93746,2,1205.4
20140303,0.40125,93748,5,1205.87
20140303,0.401296296296296,93752,30,1205.87
20140303,0.40130787037037,93753,5,1205.859
20140303,0.401319444444444,93754,20,1205.41
20140303,0.401377314814815,93759,43,1205.4101
20140303,0.401388888888889,93800,25,1205.58
20140303,0.401400462962963,93801,35,1205.73992857143
20140303,0.401435185185185,93804,124,1205.69540322581
20140303,0.40150462962963,93810,41,1205.59659756098
20140303,0.401516203703704,93811,5,1205.72
20140303,0.401527777777778,93812,1,1205.502
20140303,0.401539351851852,93813,100,1205.69
20140303,0.401550925925926,93814,125,1205.56
20140303,0.4015625,93815,300,1205.54
20140303,0.401574074074074,93816,300,1205.56
20140303,0.401585648148148,93817,100,1205.53
20140303,0.401608796296296,93819,5,1205.101
20140303,0.40162037037037,93820,110,1205.31545454545
20140303,0.401666666666667,93824,10,1205.101
20140303,0.401712962962963,93828,100,1205.31
20140303,0.401724537037037,93829,400,1205.114375
20140303,0.401736111111111,93830,8,1205.13
20140303,0.401747685185185,93831,1,1205.13
20140303,0.401770833333333,93833,10,1205.46
20140303,0.401782407407407,93834,312,1205.07512820513
20140303,0.401793981481481,93835,8,1205.09
20140303,0.40181712962963,93837,3,1205.46
20140303,0.401828703703704,93838,25,1205.1
20140303,0.401851851851852,93840,40,1205.46
20140303,0.401875,93842,149,1205.2966442953
20140303,0.401886574074074,93843,33,1205.44
20140303,0.401909722222222,93845,17,1205.21
20140303,0.401921296296296,93846,800,1205.3244125
20140303,0.40193287037037,93847,10,1205.999
20140303,0.401979166666667,93851,230,1205.21001130435
20140303,0.401990740740741,93852,25,1205.95392
20140303,0.402002314814815,93853,760,1205.96058355263
20140303,0.402025462962963,93855,10,1205.21
20140303,0.402048611111111,93857,5,1205.4
20140303,0.402071759259259,93859,8,1205.4
20140303,0.402083333333333,93900,64,1205.71375
20140303,0.402094907407407,93901,5,1205.4
20140303,0.402106481481481,93902,10,1205.301
20140303,0.402118055555556,93903,300,1205.99666666667
20140303,0.402141203703704,93905,42,1205.09
20140303,0.402164351851852,93907,2,1207.12
20140303,0.402175925925926,93908,30,1205.31
20140303,0.402199074074074,93910,30,1207.12
20140303,0.402210648148148,93911,10,1205.8001
20140303,0.402233796296296,93913,20,1205.8001
20140303,0.402256944444444,93915,170,1206.72823529412
20140303,0.402280092592593,93917,9,1207.04
20140303,0.402349537037037,93923,130,1206.87053846154
20140303,0.402372685185185,93925,30,1206.04
20140303,0.402418981481481,93929,30,1206.0404
20140303,0.40244212962963,93931,100,1207.0156
20140303,0.4025,93936,86,1206.4788372093
20140303,0.402523148148148,93938,3,1206.03
20140303,0.402581018518519,93943,150,1206.59313666667
20140303,0.402592592592593,93944,3,1207.12
20140303,0.402604166666667,93945,15,1206.52
20140303,0.402615740740741,93946,3,1207.12
20140303,0.402638888888889,93948,1117,1207.11596239928
20140303,0.402673611111111,93951,6,1207.065
20140303,0.402685185185185,93952,158,1207.1182278481
20140303,0.402696759259259,93953,300,1207.08
20140303,0.402743055555556,93957,203,1207.13837438424
20140303,0.40275462962963,93958,50,1206.78
20140303,0.402766203703704,93959,10,1207.23
20140303,0.402777777777778,94000,10,1207.23
20140303,0.4028125,94003,20,1207.24
20140303,0.402824074074074,94004,2,1207.25
20140303,0.402835648148148,94005,300,1206.882
20140303,0.402847222222222,94006,100,1207.249
20140303,0.402881944444444,94009,28,1207.18
20140303,0.402893518518519,94010,6,1206.781
20140303,0.402905092592593,94011,40,1206.7801
20140303,0.402916666666667,94012,175,1206.21142857143
20140303,0.402939814814815,94014,428,1206.77
20140303,0.402951388888889,94015,50,1206.77
20140303,0.402962962962963,94016,100,1206.77
20140303,0.403009259259259,94020,46,1206.08032608696
20140303,0.403043981481481,94023,110,1206.051
20140303,0.40306712962963,94025,200,1206.1175
20140303,0.403078703703704,94026,50,1206.385
20140303,0.403101851851852,94028,220,1206.61930409091
20140303,0.403125,94030,274,1206.1852919708
20140303,0.403194444444444,94036,100,1206.295
20140303,0.403217592592593,94038,100,1206.403
20140303,0.403240740740741,94040,100,1206.08
20140303,0.403287037037037,94044,1,1206.5
20140303,0.403321759259259,94047,115,1206.27043043478
20140303,0.403344907407407,94049,30,1205.8
20140303,0.403356481481481,94050,66,1204.98439393939
20140303,0.403425925925926,94056,6,1205.182
20140303,0.403460648148148,94059,6,1205.4
20140303,0.403472222222222,94100,409,1204.77328850856
20140303,0.40349537037037,94102,100,1204.87
20140303,0.403506944444444,94103,8,1204.44
20140303,0.403530092592593,94105,66,1204.43
20140303,0.403553240740741,94107,25,1204.43
20140303,0.403576388888889,94109,620,1204.31854516129
20140303,0.403611111111111,94112,5,1205.244
20140303,0.403657407407407,94116,60,1205.73
20140303,0.40375,94124,110,1205.45272727273
20140303,0.403761574074074,94125,20,1204.5101
20140303,0.403784722222222,94127,50,1205.155
20140303,0.403877314814815,94135,5,1205.04
20140303,0.403888888888889,94136,100,1205.525
20140303,0.403900462962963,94137,25,1205.99
20140303,0.403935185185185,94140,100,1205.576
20140303,0.403946759259259,94141,2,1205.08
20140303,0.403958333333333,94142,200,1205.77
20140303,0.403981481481481,94144,2,1206
20140303,0.403993055555556,94145,10,1206
20140303,0.40400462962963,94146,5,1205.11
20140303,0.404027777777778,94148,3,1206
20140303,0.404050925925926,94150,10,1205.1401
20140303,0.4040625,94151,100,1205.56
20140303,0.404074074074074,94152,301,1206.35438538206
20140303,0.404131944444444,94157,20,1206
20140303,0.404143518518519,94158,200,1206.02
20140303,0.404155092592593,94159,771,1205.97755745785
20140303,0.404189814814815,94202,45,1206.00333333333
20140303,0.404212962962963,94204,5,1205.73
20140303,0.404270833333333,94209,7,1205.746
20140303,0.404305555555556,94212,100,1205.775
20140303,0.40431712962963,94213,500,1205.1988
20140303,0.404328703703704,94214,20,1205.181
20140303,0.404340277777778,94215,505,1205.19198019802
20140303,0.404363425925926,94217,300,1205.25333333333
20140303,0.404409722222222,94221,6,1205.1801
20140303,0.404421296296296,94222,40,1205.75
20140303,0.40443287037037,94223,50,1205.299
20140303,0.404456018518519,94225,100,1205.88
20140303,0.404467592592593,94226,151,1205.65334503311
20140303,0.404490740740741,94228,100,1205.88
20140303,0.404513888888889,94230,2,1205.76
20140303,0.404537037037037,94232,60,1205.60969
20140303,0.404560185185185,94234,100,1205.832
20140303,0.404594907407407,94237,20,1205.18
20140303,0.404606481481481,94238,3,1205.88
20140303,0.40462962962963,94240,15,1205.18
20140303,0.404641203703704,94241,30,1205.89
20140303,0.404664351851852,94243,5,1205.89
20140303,0.404675925925926,94244,13,1205.23470769231
20140303,0.4046875,94245,338,1205.8899
20140303,0.404722222222222,94248,105,1205.85523809524
20140303,0.40474537037037,94250,2,1205.89
20140303,0.404826388888889,94257,12,1205.89
20140303,0.404837962962963,94258,6,1205.34
20140303,0.404849537037037,94259,20,1206.47
20140303,0.404872685185185,94301,106,1206.4151
20140303,0.404884259259259,94302,150,1206.4699
20140303,0.404930555555556,94306,25,1206.4692
20140303,0.40494212962963,94307,314,1206.02694267516
20140303,0.404976851851852,94310,200,1205.875
20140303,0.405046296296296,94316,100,1205.4
20140303,0.405069444444444,94318,20,1206.209
20140303,0.405092592592593,94320,200,1205.855
20140303,0.405115740740741,94322,100,1205.62
20140303,0.405127314814815,94323,814,1205.40773955774
20140303,0.405138888888889,94324,4,1206.11
20140303,0.405162037037037,94326,100,1205.7226
20140303,0.405173611111111,94327,100,1205.51
20140303,0.405231481481481,94332,10,1205.25
20140303,0.405243055555556,94333,57,1205.32736842105
20140303,0.40525462962963,94334,10,1205.88
20140303,0.405289351851852,94337,1,1205.88
20140303,0.4053125,94339,700,1205.85314285714
20140303,0.405358796296296,94343,300,1205.88
20140303,0.40537037037037,94344,100,1205.88
20140303,0.405393518518519,94346,203,1205.85438275862
20140303,0.405428240740741,94349,11,1205.62636363636
20140303,0.405439814814815,94350,3,1205.99
20140303,0.405474537037037,94353,3,1205.2673
20140303,0.405486111111111,94354,1,1205.2801
20140303,0.405532407407407,94358,15,1205.2501
20140303,0.405555555555556,94400,111,1205.62799099099
20140303,0.40556712962963,94401,82,1205.40780487805
20140303,0.405625,94406,83,1205.24397590361
20140303,0.405636574074074,94407,18,1205.2
20140303,0.405648148148148,94408,498,1205.00879518072
20140303,0.405659722222222,94409,134,1204.50328358209
20140303,0.405671296296296,94410,90,1204.296
20140303,0.405694444444444,94412,374,1204.30802139037
20140303,0.405706018518519,94413,25,1204.22
20140303,0.405717592592593,94414,25,1204.3588
20140303,0.405740740740741,94416,1,1204.91
20140303,0.405775462962963,94419,120,1204.74666666667
20140303,0.405821759259259,94423,5,1204.95
20140303,0.405833333333333,94424,25,1204.23
20140303,0.40587962962963,94428,50,1204.23
20140303,0.405891203703704,94429,200,1204.93
20140303,0.405902777777778,94430,5,1205.509
20140303,0.405914351851852,94431,12,1204.23
20140303,0.405925925925926,94432,100,1205.5099
20140303,0.405960648148148,94435,3,1205.5
20140303,0.405972222222222,94436,10,1205.51
20140303,0.405983796296296,94437,50,1205.509
20140303,0.406006944444444,94439,20,1205.51
20140303,0.406030092592593,94441,7,1205.02857142857
20140303,0.406041666666667,94442,100,1205.5099
20140303,0.406076388888889,94445,18,1205.509
20140303,0.406122685185185,94449,6,1204.841
20140303,0.406145833333333,94451,5,1205.51
20140303,0.406215277777778,94457,194,1204.94094639175
20140303,0.40625,94500,1,1205.51
20140303,0.406284722222222,94503,5,1204.91
20140303,0.406296296296296,94504,400,1205.00225
20140303,0.406319444444444,94506,75,1204.91003333333
20140303,0.406331018518518,94507,220,1205.55468181818
20140303,0.406354166666667,94509,200,1205.9195
20140303,0.406388888888889,94512,101,1205.19792079208
20140303,0.406423611111111,94515,10,1205.989
20140303,0.406585648148148,94529,4,1205.88
20140303,0.406643518518519,94534,100,1205.475
20140303,0.406678240740741,94537,10,1205.88
20140303,0.406701388888889,94539,10,1205.3001
20140303,0.406724537037037,94541,14,1205.34157142857
20140303,0.406759259259259,94544,250,1205.946376
20140303,0.406770833333333,94545,544,1205.81824264706
20140303,0.406782407407407,94546,28,1205.99
20140303,0.406793981481481,94547,4,1205.3
20140303,0.406805555555556,94548,2,1205.989
20140303,0.406840277777778,94551,100,1205.3101
20140303,0.406863425925926,94553,600,1205.89666666667
20140303,0.406875,94554,100,1205.7925
20140303,0.406898148148148,94556,210,1205.60167142857
20140303,0.406909722222222,94557,2,1206.4799
20140303,0.406944444444444,94600,2,1206.48
20140303,0.406956018518519,94601,1,1206.478
20140303,0.406979166666667,94603,100,1206.48
20140303,0.406990740740741,94604,168,1205.84892857143
20140303,0.407002314814815,94605,407,1206.03778869779
20140303,0.407083333333333,94612,210,1206.3680952381
20140303,0.407118055555556,94615,8,1206.93
20140303,0.407152777777778,94618,500,1206.93
20140303,0.4071875,94621,100,1206.929
20140303,0.407199074074074,94622,700,1206.54714285714
20140303,0.407256944444444,94627,100,1206.61
20140303,0.407314814814815,94632,5,1206.929
20140303,0.407361111111111,94636,5,1206.88
20140303,0.407372685185185,94637,1160,1206.97905172414
20140303,0.407395833333333,94639,2,1206.49
20140303,0.407407407407407,94640,10,1206.98
20140303,0.407418981481481,94641,400,1206.9225
20140303,0.407465277777778,94645,5,1206.975
20140303,0.407488425925926,94647,82,1206.9
20140303,0.4075,94648,100,1206.84
20140303,0.407511574074074,94649,8,1206.6101
20140303,0.40755787037037,94653,5,1206.61
20140303,0.407581018518519,94655,3,1206.805
20140303,0.407638888888889,94700,100,1206.61
20140303,0.407650462962963,94701,200,1206.77
20140303,0.407662037037037,94702,953,1205.586490766
20140303,0.407766203703704,94711,72,1207
20140303,0.407777777777778,94712,11,1205
20140303,0.407789351851852,94713,9,1205.5
20140303,0.407835648148148,94717,12,1206.66
20140303,0.407858796296296,94719,8,1205.01
20140303,0.407893518518519,94722,85,1206.65618823529
20140303,0.407905092592593,94723,1,1206.66
20140303,0.407916666666667,94724,1,1206.66
20140303,0.407939814814815,94726,14,1206.52068571429
20140303,0.407974537037037,94729,5,1206.66
20140303,0.407997685185185,94731,130,1206.21384615385
20140303,0.40806712962963,94737,13,1205.51
20140303,0.408078703703704,94738,25,1206.4924
20140303,0.408101851851852,94740,12,1206.66
20140303,0.408136574074074,94743,34,1205.5
20140303,0.408148148148148,94744,30,1206.27
20140303,0.408206018518519,94749,402,1206.19656716418
20140303,0.408217592592593,94750,10,1205.51
20140303,0.408252314814815,94753,100,1206.17
20140303,0.408263888888889,94754,100,1206.19
20140303,0.408310185185185,94758,15,1206.67
20140303,0.408402777777778,94806,6,1206.66
20140303,0.4084375,94809,6,1205.6301
20140303,0.408449074074074,94810,4,1206.66
20140303,0.408460648148148,94811,1,1206.66
20140303,0.40849537037037,94814,1,1206.669
20140303,0.408506944444444,94815,4,1205.53
20140303,0.408518518518519,94816,5,1206.67
20140303,0.408553240740741,94819,35,1206.66
20140303,0.408576388888889,94821,1,1206.44
20140303,0.408587962962963,94822,10,1206.66
20140303,0.408611111111111,94824,350,1205.50874285714
20140303,0.408622685185185,94825,738,1205.5868699187
20140303,0.408634259259259,94826,12,1205.1701
20140303,0.408657407407407,94828,1,1206
20140303,0.408680555555556,94830,124,1205.51548387097
20140303,0.40875,94836,30,1205.99
20140303,0.408761574074074,94837,124,1205.60403225806
20140303,0.408796296296296,94840,145,1205.99
20140303,0.40880787037037,94841,48,1205.38
20140303,0.408854166666667,94845,10,1205.9899
20140303,0.408865740740741,94846,1,1205.99
20140303,0.408900462962963,94849,43,1205.38
20140303,0.408923611111111,94851,16,1205.17
20140303,0.408946759259259,94853,2,1205.1701
20140303,0.408958333333333,94854,10,1205.1701
20140303,0.408993055555556,94857,25,1205.9899
20140303,0.409027777777778,94900,120,1205.99
20140303,0.409074074074074,94904,10,1205.99
20140303,0.409097222222222,94906,1,1205.3
20140303,0.409108796296296,94907,210,1205.50042857143
20140303,0.40912037037037,94908,5,1205.17
20140303,0.409189814814815,94914,150,1205.88966666667
20140303,0.409212962962963,94916,100,1205.99
20140303,0.409247685185185,94919,5,1205.5101
20140303,0.40931712962963,94925,3,1205.51
20140303,0.409340277777778,94927,110,1205.74
20140303,0.409375,94930,10,1206.14
20140303,0.409386574074074,94931,100,1205.74
20140303,0.409398148148148,94932,1,1205.74
20140303,0.409490740740741,94940,100,1206.5
20140303,0.409502314814815,94941,1,1206.49
20140303,0.409525462962963,94943,32,1205.58
20140303,0.409537037037037,94944,2,1205.4001
20140303,0.409583333333333,94948,3,1206.469
20140303,0.409594907407407,94949,2,1206.01
20140303,0.409618055555556,94951,10,1205.5001
20140303,0.409641203703704,94953,100,1206.005
20140303,0.409664351851852,94955,1,1206.55
20140303,0.409675925925926,94956,710,1206.49507042254
20140303,0.4096875,94957,509,1206.51944990177
20140303,0.409710648148148,94959,185,1206.60405945946
20140303,0.409722222222222,95000,365,1206.5
20140303,0.409733796296296,95001,200,1206.475
20140303,0.40974537037037,95002,100,1205.99
20140303,0.409803240740741,95007,5,1205.9704
20140303,0.409837962962963,95010,57,1205.9799877193
20140303,0.409861111111111,95012,1,1205.98
20140303,0.409872685185185,95013,20,1205.98
