"Date","timeNumber","timeHHMMSS","Size","Price"
20140303,0.395833333333333,93000,228,1206.36605263158
20140303,0.395844907407407,93001,892,1206.51613452915
20140303,0.395856481481482,93002,1343,1205.8459344006
20140303,0.395868055555556,93003,855,1206.51956725146
20140303,0.39587962962963,93004,1555,1206.56800643087
20140303,0.395891203703704,93005,1074,1205.73817504655
20140303,0.395902777777778,93006,290,1205.81065517241
20140303,0.395914351851852,93007,100,1206
20140303,0.395925925925926,93008,105,1206.84988095238
20140303,0.3959375,93009,10,1206.315
20140303,0.395960648148148,93011,204,1206.98452205882
20140303,0.395972222222222,93012,3,1205.65
20140303,0.395983796296296,93013,30,1206.305
20140303,0.39599537037037,93014,50,1206.96
20140303,0.396006944444444,93015,397,1205.66
20140303,0.396018518518518,93016,4,1205.65
20140303,0.396030092592593,93017,5,1206.99
20140303,0.396041666666667,93018,31,1205.91748064516
20140303,0.396053240740741,93019,106,1206.70613207547
20140303,0.396064814814815,93020,931,1205.90210558539
20140303,0.396076388888889,93021,108,1205.81324074074
20140303,0.396087962962963,93022,660,1205.07063181818
20140303,0.396099537037037,93023,183,1205.00012295082
20140303,0.396111111111111,93024,105,1205.05238095238
20140303,0.396122685185185,93025,85,1205.00294117647
20140303,0.396134259259259,93026,36,1205.064
20140303,0.396145833333333,93027,1000,1205.68811
20140303,0.396168981481481,93029,308,1205.74282467532
20140303,0.396180555555556,93030,3,1206.19666666667
20140303,0.39619212962963,93031,1,1206.75
20140303,0.396203703703704,93032,3,1205.59
20140303,0.396226851851852,93034,578,1205.82747404844
20140303,0.396238425925926,93035,10,1207
20140303,0.39625,93036,101,1206.55
20140303,0.396261574074074,93037,209,1206.91383205742
20140303,0.396273148148148,93038,14,1206
20140303,0.396284722222222,93039,2,1206.64995
20140303,0.39630787037037,93041,1,1206.75
20140303,0.396319444444444,93042,4,1205.44575
20140303,0.396331018518519,93043,300,1206.16
20140303,0.396342592592593,93044,2,1206.35
20140303,0.396354166666667,93045,200,1205.74675
20140303,0.396493055555556,93057,3,1206.34
20140303,0.396516203703704,93059,600,1206.03
20140303,0.396527777777778,93100,112,1205.71089285714
20140303,0.396550925925926,93102,172,1205.90336046512
20140303,0.396597222222222,93106,6,1205.72
20140303,0.396608796296296,93107,196,1206.08214285714
20140303,0.39662037037037,93108,300,1206.23
20140303,0.396643518518519,93110,40,1206.34
20140303,0.396655092592593,93111,100,1205.49
20140303,0.396666666666667,93112,5,1205.02
20140303,0.396678240740741,93113,500,1205.0578
20140303,0.396689814814815,93114,201,1205.04353233831
20140303,0.396701388888889,93115,76,1205.01
20140303,0.396712962962963,93116,1101,1205.86171662125
20140303,0.396724537037037,93117,1,1206.75
20140303,0.396736111111111,93118,100,1205.59
20140303,0.396747685185185,93119,24,1205.98
20140303,0.396770833333333,93121,30,1205.207
20140303,0.396793981481481,93123,351,1205.23957264957
20140303,0.396805555555556,93124,70,1205.01
20140303,0.39681712962963,93125,100,1205.88
20140303,0.396851851851852,93128,60,1205.03666666667
20140303,0.396863425925926,93129,20,1205.05359
20140303,0.396875,93130,467,1204.54098501071
20140303,0.396886574074074,93131,596,1204.10468456376
20140303,0.396898148148148,93132,354,1204.03206214689
20140303,0.396909722222222,93133,122,1204.76172131148
20140303,0.39693287037037,93135,5,1204.075
20140303,0.396944444444444,93136,16,1205.37
20140303,0.396967592592593,93138,55,1203.9901
20140303,0.396990740740741,93140,200,1204.39
20140303,0.397106481481481,93150,110,1204.06590909091
20140303,0.397141203703704,93153,550,1204.39755454545
20140303,0.397152777777778,93154,200,1204.2325
20140303,0.397175925925926,93156,20,1204.72
20140303,0.3971875,93157,105,1204.00261904762
20140303,0.397199074074074,93158,170,1204.66
20140303,0.397210648148148,93159,16,1204.7199
20140303,0.397222222222222,93200,199,1203.93065326633
20140303,0.397233796296296,93201,200,1204.065
20140303,0.397268518518519,93204,269,1203.84
20140303,0.397303240740741,93207,88,1203.77349431818
20140303,0.397314814814815,93208,120,1204.0535
20140303,0.397349537037037,93211,80,1203.770075
20140303,0.397361111111111,93212,1,1204.4
20140303,0.397372685185185,93213,5,1203.771
20140303,0.397384259259259,93214,1050,1204.34093333333
20140303,0.397395833333333,93215,19,1204.72
20140303,0.397418981481481,93217,30,1204.0001
20140303,0.39744212962963,93219,149,1205.9125
20140303,0.397476851851852,93222,30,1205
20140303,0.397488425925926,93223,6,1204.67
20140303,0.397511574074074,93225,68,1204.66761029412
20140303,0.397546296296296,93228,476,1204.35294117647
20140303,0.397581018518519,93231,154,1204.04883116883
20140303,0.397592592592593,93232,315,1204.36253968254
20140303,0.397604166666667,93233,185,1204.46
20140303,0.397615740740741,93234,100,1203.88
20140303,0.397638888888889,93236,11,1204.38809090909
20140303,0.397662037037037,93238,100,1204.246
20140303,0.397673611111111,93239,5,1203.78
20140303,0.397696759259259,93241,20,1205.0851
20140303,0.39775462962963,93246,200,1204.52
20140303,0.397766203703704,93247,51,1205.17019607843
20140303,0.397800925925926,93250,400,1204.35
20140303,0.3978125,93251,400,1203.81
20140303,0.397824074074074,93252,105,1203.87771428571
20140303,0.397858796296296,93255,30,1203.9307
20140303,0.397881944444444,93257,10,1204.13
20140303,0.397893518518519,93258,132,1204.51212121212
20140303,0.397928240740741,93301,10,1205
20140303,0.397951388888889,93303,100,1205.23
20140303,0.397962962962963,93304,100,1205.21
20140303,0.397974537037037,93305,600,1205.138
20140303,0.397986111111111,93306,490,1205.93330612245
20140303,0.397997685185185,93307,181,1204.99237569061
20140303,0.398009259259259,93308,25,1205.74522
20140303,0.398020833333333,93309,20,1205.19
20140303,0.398043981481481,93311,100,1205.93
20140303,0.398055555555556,93312,1,1205.92
20140303,0.398078703703704,93314,100,1205.876
20140303,0.398090277777778,93315,135,1205.101
20140303,0.398101851851852,93316,300,1205.166
20140303,0.398113425925926,93317,10,1205.93
20140303,0.398136574074074,93319,8,1205.08
20140303,0.398148148148148,93320,500,1205.102
20140303,0.398159722222222,93321,201,1205.91383084577
20140303,0.39818287037037,93323,455,1205.73384615385
20140303,0.398229166666667,93327,19,1205.55215789474
20140303,0.398240740740741,93328,100,1205.91
20140303,0.398252314814815,93329,3,1205.8
20140303,0.398263888888889,93330,1801,1205.95935036091
20140303,0.398275462962963,93331,116,1206.35818965517
20140303,0.398287037037037,93332,225,1206.33778888889
20140303,0.398310185185185,93334,10,1206.98
20140303,0.398344907407407,93337,10,1205.8
20140303,0.398356481481482,93338,4,1205.8001
20140303,0.398368055555556,93339,50,1206.9399
20140303,0.39837962962963,93340,100,1206.5
20140303,0.398391203703704,93341,100,1206.075
20140303,0.398414351851852,93343,10,1206.07
20140303,0.398425925925926,93344,9,1206.07
20140303,0.3984375,93345,1,1206.071
20140303,0.398449074074074,93346,226,1206.86
20140303,0.398518518518518,93352,993,1206.84843907351
20140303,0.398530092592593,93353,213,1206.35403755869
20140303,0.398553240740741,93355,666,1206.71217717718
20140303,0.398564814814815,93356,1200,1206.81825
20140303,0.398576388888889,93357,120,1206.8225
20140303,0.398587962962963,93358,107,1206.63130841122
20140303,0.398611111111111,93400,560,1206.14464285714
20140303,0.398645833333333,93403,3,1206.215
20140303,0.398657407407407,93404,36,1206.09065277778
20140303,0.398668981481481,93405,1000,1206.85
20140303,0.398680555555556,93406,517,1206.77033210832
20140303,0.39869212962963,93407,100,1206.737
20140303,0.398726851851852,93410,37,1206.22051351351
20140303,0.398738425925926,93411,10,1206.989
20140303,0.398761574074074,93413,265,1206.11094339623
20140303,0.39880787037037,93417,5,1206.99
20140303,0.398831018518519,93419,100,1206.34
20140303,0.398842592592593,93420,50,1206.1788
20140303,0.398865740740741,93422,512,1206.473046875
20140303,0.398912037037037,93426,300,1206.33416666667
20140303,0.398923611111111,93427,58,1206.4701
20140303,0.398946759259259,93429,512,1206.79728515625
20140303,0.398958333333333,93430,67,1206.48
20140303,0.398969907407407,93431,301,1206.12219269103
20140303,0.398981481481481,93432,300,1206.115
20140303,0.398993055555556,93433,29,1206.56853448276
20140303,0.399016203703704,93435,200,1205.835
20140303,0.399039351851852,93437,5,1206.03
20140303,0.3990625,93439,15,1205.61
20140303,0.399074074074074,93440,10,1205.95
20140303,0.399085648148148,93441,40,1206.08
20140303,0.399108796296296,93443,10,1205.61
20140303,0.399155092592593,93447,2,1205.77
20140303,0.399166666666667,93448,9,1205.61
20140303,0.399178240740741,93449,1,1205.93
20140303,0.399189814814815,93450,659,1205.83861456753
20140303,0.399212962962963,93452,10,1205.65
20140303,0.399247685185185,93455,100,1206.14
20140303,0.399259259259259,93456,100,1206.14
20140303,0.399270833333333,93457,11,1205.65
20140303,0.399282407407407,93458,1200,1205.67208333333
20140303,0.399293981481481,93459,1,1205.65
20140303,0.399305555555556,93500,525,1206.41685714286
20140303,0.399328703703704,93502,240,1205.98666666667
20140303,0.399340277777778,93503,100,1206.4296
20140303,0.399351851851852,93504,800,1205.79875
20140303,0.399363425925926,93505,155,1205.69064516129
20140303,0.399375,93506,4,1206.63
20140303,0.399386574074074,93507,150,1206.15493333333
20140303,0.399444444444444,93512,5,1206.689
20140303,0.399456018518519,93513,100,1206.315
20140303,0.399479166666667,93515,100,1206.32
20140303,0.399490740740741,93516,100,1205.91
20140303,0.399502314814815,93517,4,1206
20140303,0.399537037037037,93520,55,1206.73636363636
20140303,0.399548611111111,93521,300,1206.03
20140303,0.399560185185185,93522,10,1206.03
20140303,0.399606481481481,93526,100,1207
20140303,0.399618055555556,93527,200,1206.5075
20140303,0.399641203703704,93529,606,1206.63069306931
20140303,0.399652777777778,93530,75,1206.8525
20140303,0.399675925925926,93532,100,1206.595
20140303,0.399699074074074,93534,6,1206.221
20140303,0.399710648148148,93535,310,1206.80093548387
20140303,0.399768518518519,93540,2,1206.98
20140303,0.399791666666667,93542,220,1207.15272727273
