"date","SP500","PctReturn","ndays","dayofweek"
2002-03-08,1164.31,0.00581460264019031,1,5
2002-03-11,1168.26,0.00338109667368569,3,1
2002-03-12,1165.58,-0.00229928447639807,1,2
2002-03-13,1154.09,-0.00995589598731469,1,3
2002-03-14,1153.04,-0.000910636231180145,1,4
2002-03-15,1166.16,0.0112506002606847,1,5
2002-03-18,1165.55,-0.000523358071296922,3,1
2002-03-19,1170.29,0.00405027813618847,1,2
2002-03-20,1151.85,-0.0160090289534228,1,3
2002-03-21,1153.59,0.00150833485033678,1,4
2002-03-22,1148.7,-0.00425698615826575,1,5
2002-03-25,1131.87,-0.014869198759575,3,1
2002-03-26,1138.49,0.00581471949687755,1,2
2002-03-27,1144.58,0.00532072900103087,1,3
2002-03-28,1147.39,0.00244903650894654,1,4
2002-04-01,1146.54,-0.000741360964292686,4,1
2002-04-02,1136.76,-0.0086033991343819,1,2
2002-04-03,1125.4,-0.0100941887328949,1,3
2002-04-04,1126.34,0.000834561500079751,1,4
2002-04-05,1122.73,-0.00321537680475261,1,5
2002-04-08,1125.29,0.00227496911907148,3,1
2002-04-09,1117.8,-0.00670066201467169,1,2
2002-04-10,1130.47,0.0112077277592506,1,3
2002-04-11,1103.69,-0.0242640596544319,1,4
2002-04-12,1111.01,0.00658859956256014,1,5
2002-04-15,1102.55,-0.00767312140039004,3,1
2002-04-16,1128.37,0.0228825651160523,1,2
2002-04-17,1126.07,-0.00204250179828959,1,3
2002-04-18,1124.47,-0.00142289256271836,1,4
2002-04-19,1125.17,0.000622128211736933,1,5
2002-04-22,1107.83,-0.0156522210086386,3,1
2002-04-23,1100.96,-0.00624000871966274,1,2
2002-04-24,1093.14,-0.00715370400863561,1,3
2002-04-25,1091.48,-0.00152087074431055,1,4
2002-04-26,1076.32,-0.0140850304742085,1,5
2002-04-29,1065.45,-0.0102022619550424,3,1
2002-04-30,1076.92,0.0106507447164135,1,2
2002-05-01,1086.46,0.0087808110744988,1,3
2002-05-02,1084.56,-0.00175186250645431,1,4
2002-05-03,1073.43,-0.0103686313965511,1,5
2002-05-06,1052.67,-0.0197212801732737,3,1
2002-05-07,1049.49,-0.00303004316382249,1,2
2002-05-08,1088.85,0.0361482297837167,1,3
2002-05-09,1073.01,-0.0147622109765985,1,4
2002-05-10,1054.99,-0.0170807306230391,1,5
2002-05-13,1074.56,0.0182121054198927,3,1
2002-05-14,1097.28,0.020705745115194,1,2
2002-05-15,1091.07,-0.00569166048007922,1,3
2002-05-16,1098.23,0.00651958150842727,1,4
2002-05-17,1106.59,0.00755474023802845,1,5
2002-05-20,1091.88,-0.0134721764296441,3,1
2002-05-21,1079.88,-0.0111123458162018,1,2
2002-05-22,1086.02,0.00565367120310848,1,3
2002-05-23,1097.08,0.010081306741532,1,4
2002-05-24,1083.82,-0.0122345038844088,1,5
2002-05-28,1074.55,-0.00862686706063001,4,2
2002-05-29,1067.66,-0.00645336530356094,1,3
2002-05-30,1064.66,-0.00281780098810888,1,4
2002-05-31,1067.14,0.00232396873887214,1,5
2002-06-03,1040.68,-0.0254256832071338,3,1
2002-06-04,1040.69,9.60900940721147e-06,1,2
2002-06-05,1049.9,0.00877226402514529,1,3
2002-06-06,1029.15,-0.0201622698343293,1,4
2002-06-07,1027.53,-0.00157659630375767,1,5
2002-06-10,1030.74,0.00311426741952387,3,1
2002-06-11,1013.6,-0.0169100236779795,1,2
2002-06-12,1020.26,0.00652774782898474,1,3
2002-06-13,1009.56,-0.0105986766512144,1,4
2002-06-14,1007.27,-0.00227347185958081,1,5
2002-06-17,1036.17,0.0278911761583525,3,1
2002-06-18,1037.14,0.000935264284474639,1,2
2002-06-19,1019.99,-0.0168138903322582,1,3
2002-06-20,1006.29,-0.0136143656401237,1,4
2002-06-21,989.14,-0.0173382938714439,1,5
2002-06-24,992.72,0.0036062535256669,3,1
2002-06-25,976.14,-0.0169852685065667,1,2
2002-06-26,973.53,-0.0026809651474531,1,3
2002-06-27,990.64,0.0172716627634661,1,4
2002-06-28,989.82,-0.000828433452546863,1,5
2002-07-01,968.65,-0.0218551592422444,3,1
2002-07-02,948.09,-0.0216857049436234,1,2
2002-07-03,953.99,0.00618455120074632,1,3
2002-07-05,989.03,0.0354286523159054,2,5
2002-07-08,976.98,-0.0123339269995291,3,1
2002-07-09,952.83,-0.0253455495733761,1,2
2002-07-10,920.47,-0.0351559529370865,1,3
2002-07-11,927.37,0.00744039595846316,1,4
2002-07-12,921.39,-0.00649019416316654,1,5
2002-07-15,917.93,-0.0037693506040766,3,1
2002-07-16,900.94,-0.0188580815592602,1,2
2002-07-17,906.04,0.00562889055670821,1,3
2002-07-18,881.56,-0.0277689550342575,1,4
2002-07-19,847.75,-0.0398820406959598,1,5
2002-07-22,819.85,-0.0340306153564676,3,1
2002-07-23,797.7,-0.0277673310768459,1,2
2002-07-24,843.43,0.0542190816072465,1,3
2002-07-25,838.68,-0.00566366194496113,1,4
2002-07-26,852.84,0.0166033488110315,1,5
2002-07-29,898.96,0.051303728753226,3,1
2002-07-30,902.78,0.00423137419969421,1,2
2002-07-31,911.62,0.00969702288234136,1,3
2002-08-01,884.66,-0.0304749847399001,1,4
2002-08-02,864.24,-0.0236276960103674,1,5
2002-08-05,834.6,-0.0355140186915888,3,1
2002-08-06,859.57,0.0290494084251428,1,2
2002-08-07,876.77,0.0196174595389896,1,3
2002-08-08,905.46,0.0316855520950678,1,4
2002-08-09,908.64,0.00349973586899096,1,5
2002-08-12,903.8,-0.00535516707236118,3,1
2002-08-13,884.21,-0.0221553703305775,1,2
2002-08-14,919.62,0.0385050346882408,1,3
2002-08-15,930.25,0.0114270357430798,1,4
2002-08-16,928.77,-0.00159350538884764,1,5
2002-08-19,950.7,0.0230672136320607,3,1
2002-08-20,937.43,-0.0141557236273643,1,2
2002-08-21,949.36,0.0125663604954918,1,3
2002-08-22,962.7,0.0138568609120183,1,4
2002-08-23,940.86,-0.0232128053057841,1,5
2002-08-26,947.95,0.00747929743129915,3,1
2002-08-27,934.82,-0.0140454846922402,1,2
2002-08-28,917.87,-0.018466667392986,1,3
2002-08-29,917.8,-7.62693397254849e-05,1,4
2002-08-30,916.07,-0.00188850197037334,1,5
2002-09-03,878.02,-0.043336142684677,4,2
2002-09-04,893.4,0.017215133199015,1,3
2002-09-05,879.15,-0.0162088380822385,1,4
2002-09-06,893.92,0.0165227313406121,1,5
2002-09-09,902.96,0.0100115176752016,3,1
2002-09-10,909.58,0.00727808439059786,1,2
2002-09-11,909.45,-0.00014294353730276,1,3
2002-09-12,886.91,-0.025414078091351,1,4
2002-09-13,889.81,0.0032591227340668,1,5
2002-09-16,891.1,0.0014476489731793,3,1
2002-09-17,873.52,-0.0201254693653265,1,2
2002-09-18,869.46,-0.00466956501736704,1,3
2002-09-19,843.32,-0.0309965374946639,1,4
2002-09-20,845.39,0.00244857403092056,1,5
2002-09-23,833.7,-0.0140218303946263,3,1
2002-09-24,819.29,-0.0175883997119458,1,2
2002-09-25,839.66,0.0242598194507301,1,3
2002-09-26,854.95,0.0178840867887012,1,4
2002-09-27,827.37,-0.0333345419824263,1,5
2002-09-30,815.28,-0.0148292611127466,3,1
2002-10-01,847.91,0.0384828578504794,1,2
2002-10-02,827.91,-0.0241572151562368,1,3
2002-10-03,818.95,-0.0109408388790523,1,4
2002-10-04,800.58,-0.0229458642484199,1,5
2002-10-07,785.28,-0.0194834963325184,3,1
2002-10-08,798.55,0.0166176194352263,1,2
2002-10-09,776.76,-0.0280524228848035,1,3
2002-10-10,803.92,0.0337844561647925,1,4
2002-10-11,835.32,0.0375903845232966,1,5
2002-10-14,841.44,0.00727324586423275,3,1
2002-10-15,881.27,0.0451961373926265,1,2
2002-10-16,860.02,-0.0247087277040069,1,3
2002-10-17,879.2,0.0218152866242039,1,4
2002-10-18,884.39,0.00586845170117249,1,5
2002-10-21,899.72,0.0170386342417642,3,1
2002-10-22,890.16,-0.0107396423114946,1,2
2002-10-23,896.14,0.00667306447653271,1,3
2002-10-24,882.5,-0.0154560906515581,1,4
2002-10-25,897.65,0.0168774021054977,1,5
2002-10-28,890.23,-0.00833492468238541,3,1
2002-10-29,882.15,-0.00915944000453442,1,2
2002-10-30,890.71,0.00961031087559369,1,3
2002-10-31,885.76,-0.00558842124277462,1,4
2002-11-01,900.96,0.0168708932694016,1,5
2002-11-04,908.35,0.00813563053888918,3,1
2002-11-05,915.39,0.00769071106304413,1,2
2002-11-06,923.76,0.00906079501169135,1,3
2002-11-07,902.65,-0.0233866947321775,1,4
2002-11-08,894.74,-0.00884055703332808,1,5
2002-11-11,876.19,-0.0211712071582647,3,1
2002-11-12,882.95,0.0076561526700266,1,2
2002-11-13,882.53,-0.000475904501830049,1,3
2002-11-14,904.27,0.024041492032247,1,4
2002-11-15,909.83,0.0061110317312026,1,5
2002-11-18,900.36,-0.0105180150162158,3,1
2002-11-19,896.74,-0.00403684457033254,1,2
2002-11-20,914.15,0.019045014494339,1,3
2002-11-21,933.76,0.0210011137765593,1,4
2002-11-22,930.55,-0.00344957283327069,1,5
2002-11-25,932.87,0.00248694887819316,3,1
2002-11-26,913.31,-0.0214166055337181,1,2
2002-11-27,938.87,0.027224216345181,1,3
2002-11-29,936.31,-0.00273413719815025,2,5
2002-12-02,934.53,-0.0019047007586701,3,1
2002-12-03,920.75,-0.0149660602769481,1,2
2002-12-04,917.58,-0.00345473964123015,1,3
2002-12-05,906.55,-0.0121670067839613,1,4
2002-12-06,912.23,0.00622649989585967,1,5
2002-12-09,892,-0.0226793721973094,3,1
2002-12-10,904.45,0.0137652717120903,1,2
2002-12-11,904.96,0.000563560820367741,1,3
2002-12-12,901.58,-0.00374897402338117,1,4
2002-12-13,889.48,-0.0136034537032873,1,5
2002-12-16,910.4,0.0229789103690685,3,1
2002-12-17,902.99,-0.00820607094209235,1,2
2002-12-18,891.12,-0.0133203160068229,1,3
2002-12-19,884.25,-0.00776929601357083,1,4
2002-12-20,895.76,0.0128494239528445,1,5
2002-12-23,897.38,0.00180525529875861,3,1
2002-12-24,892.47,-0.00550158548746733,1,2
2002-12-26,889.66,-0.0031585099925815,2,4
2002-12-27,875.4,-0.0162896961389079,1,5
2002-12-30,879.39,0.00453723603861769,3,1
2002-12-31,879.82,0.000488736332431706,1,2
2003-01-02,909.03,0.0321331529212456,2,4
2003-01-03,908.59,-0.000484266831023829,1,5
2003-01-06,929.01,0.021980387724567,3,1
2003-01-07,922.93,-0.00658771521133785,1,2
2003-01-08,909.93,-0.0142868132713505,1,3
2003-01-09,927.57,0.0190174326465928,1,4
2003-01-10,927.57,0,1,5
2003-01-13,926.26,-0.00141428972426755,3,1
2003-01-14,931.66,0.00579610587553397,1,2
2003-01-15,918.22,-0.0146370150944218,1,3
2003-01-16,914.6,-0.00395801443253882,1,4
2003-01-17,901.78,-0.0142163277074232,1,5
2003-01-21,887.62,-0.015952772582862,4,2
2003-01-22,878.36,-0.0105423744250649,1,3
2003-01-23,887.34,0.0101201343340771,1,4
2003-01-24,861.4,-0.0301137682841886,1,5
2003-01-27,847.48,-0.0164251663756076,3,1
2003-01-28,858.54,0.0128823351270761,1,2
2003-01-29,864.36,0.00673330556712487,1,3
2003-01-30,844.61,-0.0233835734836197,1,4
2003-01-31,855.7,0.012960149585135,1,5
2003-02-03,860.32,0.0053700948484285,3,1
2003-02-04,848.2,-0.0142890827634992,1,2
2003-02-05,843.59,-0.00546473998032221,1,3
2003-02-06,838.15,-0.00649048499671903,1,4
2003-02-07,829.69,-0.0101965794453349,1,5
2003-02-10,835.97,0.00751223130016624,3,1
2003-02-11,829.2,-0.0081644958996623,1,2
2003-02-12,818.68,-0.012849953583818,1,3
2003-02-13,817.37,-0.00160270134700313,1,4
2003-02-14,834.89,0.0209848003928661,1,5
2003-02-18,851.17,0.0191266139549091,4,2
2003-02-19,845.13,-0.00714682948185482,1,3
2003-02-20,837.1,-0.009592641261498,1,4
2003-02-21,848.17,0.0130516288008299,1,5
2003-02-24,832.58,-0.0187249273343101,3,1
2003-02-25,838.57,0.0071431126799194,1,2
2003-02-26,827.55,-0.0133164159265302,1,3
2003-02-27,837.28,0.01162096311867,1,4
2003-02-28,841.15,0.0046008440825061,1,5
2003-03-03,834.81,-0.00759454247074188,3,1
2003-03-04,821.99,-0.0155962967919317,1,2
2003-03-05,829.85,0.009471591251431,1,3
2003-03-06,822.1,-0.00942707699793213,1,4
2003-03-07,828.89,0.00819167802724121,1,5
2003-03-10,807.48,-0.0265145885966215,3,1
2003-03-11,800.73,-0.00842980780038215,1,2
2003-03-12,804.19,0.00430246583518825,1,3
2003-03-13,831.9,0.0333092919822093,1,4
2003-03-14,833.27,0.00164412495349647,1,5
2003-03-17,862.79,0.0342145829228433,3,1
2003-03-18,866.45,0.0042241329563161,1,2
2003-03-19,874.02,0.00866112903594876,1,3
2003-03-20,875.67,0.00188427147212989,1,4
2003-03-21,895.79,0.0224606213509863,1,5
2003-03-24,864.23,-0.0365180565358758,3,1
2003-03-25,874.74,0.0120149987424835,1,2
2003-03-26,869.95,-0.00550606356687162,1,3
2003-03-27,868.52,-0.00164647906783962,1,4
2003-03-28,863.5,-0.005813549507817,1,5
2003-03-31,848.18,-0.0180622037775001,3,1
2003-04-01,858.48,0.0119979498648775,1,2
2003-04-02,880.9,0.0254512430468838,1,3
2003-04-03,876.45,-0.00507730047350098,1,4
2003-04-04,878.85,0.00273084144051883,1,5
2003-04-07,879.93,0.00122737035900575,3,1
2003-04-08,878.29,-0.0018672647986428,1,2
2003-04-09,865.99,-0.0142033972678668,1,3
2003-04-10,871.58,0.00641363959705366,1,4
2003-04-11,868.3,-0.00377749625705411,1,5
2003-04-14,885.23,0.0191249731708144,3,1
2003-04-15,890.81,0.00626396201210126,1,2
2003-04-16,879.91,-0.0123876305531247,1,3
2003-04-17,893.58,0.0152980147272769,1,4
2003-04-21,892.01,-0.00176006995437277,4,1
2003-04-22,911.37,0.0212427444396897,1,2
2003-04-23,919.02,0.0083240843507214,1,3
2003-04-24,911.43,-0.00832757315427409,1,4
2003-04-25,898.81,-0.0140407872631591,1,5
2003-04-28,914.84,0.0175221896725111,3,1
2003-04-29,917.84,0.00326854353699991,1,2
2003-04-30,916.92,-0.00100335907167482,1,3
2003-05-01,916.3,-0.000676634290079673,1,4
2003-05-02,930.08,0.0148159298124893,1,5
2003-05-05,926.55,-0.00380983217311541,3,1
2003-05-06,934.39,0.00839050075450297,1,2
2003-05-07,929.62,-0.00513112884834662,1,3
2003-05-08,920.27,-0.0101600617210167,1,4
2003-05-09,933.41,0.0140774150694764,1,5
2003-05-12,945.11,0.0123795113796278,3,1
2003-05-13,942.3,-0.00298206515971565,1,2
2003-05-14,939.28,-0.00321522868580187,1,3
2003-05-15,946.67,0.00780631054116005,1,4
2003-05-16,944.3,-0.00250979561580007,1,5
2003-05-19,920.77,-0.0255546987847128,3,1
2003-05-20,919.73,-0.00113076663803504,1,2
2003-05-21,923.42,0.00399601481449388,1,3
2003-05-22,931.87,0.0090677884254242,1,4
2003-05-23,933.22,0.00144660423051373,1,5
2003-05-27,951.48,0.0191911548324715,4,2
2003-05-28,953.22,0.00182539182979796,1,3
2003-05-29,949.64,-0.0037698496272272,1,4
2003-05-30,963.59,0.0144771116346164,1,5
2003-06-02,967,0.00352637021716646,3,1
2003-06-03,971.56,0.00469348264646542,1,2
2003-06-04,986.24,0.0148848150551591,1,3
2003-06-05,990.14,0.00393883693215099,1,4
2003-06-06,987.76,-0.00240949218433627,1,5
2003-06-09,975.93,-0.0121217710286599,3,1
2003-06-10,984.84,0.00904715486779587,1,2
2003-06-11,997.48,0.012671933271845,1,3
2003-06-12,998.51,0.00103153699011524,1,4
2003-06-13,988.61,-0.0100140601450521,1,5
2003-06-16,1010.74,0.0218948493183212,3,1
2003-06-17,1011.66,0.000909396437538263,1,2
2003-06-18,1010.09,-0.00155431694205461,1,3
2003-06-19,994.7,-0.0154720016085252,1,4
2003-06-20,995.69,0.00099428536994447,1,5
2003-06-23,981.64,-0.014312782690192,3,1
2003-06-24,983.45,0.00184045960648743,1,2
2003-06-25,975.32,-0.00833572571053602,1,3
2003-06-26,985.82,0.010651031628492,1,4
2003-06-27,976.22,-0.00983384892749587,1,5
2003-06-30,974.5,-0.00176500769625452,3,1
2003-07-01,982.32,0.00796074598908711,1,2
2003-07-02,993.75,0.0115018867924528,1,3
2003-07-03,985.7,-0.00816678502586989,1,4
2003-07-07,1004.42,0.0186376217120327,4,1
2003-07-08,1007.84,0.00339339577710755,1,2
2003-07-09,1002.21,-0.00561758513684756,1,3
2003-07-10,988.7,-0.013664407808233,1,4
2003-07-11,998.14,0.00945759111948218,1,5
2003-07-14,1003.86,0.00569800569800573,3,1
2003-07-15,1000.42,-0.0034385558065613,1,2
2003-07-16,994.09,-0.00636763270931196,1,3
2003-07-17,981.73,-0.0125900196591731,1,4
2003-07-18,993.32,0.0116679418515685,1,5
2003-07-21,978.8,-0.0148344912137312,3,1
2003-07-22,988.11,0.00942202791187222,1,2
2003-07-23,988.61,0.000505760613386472,1,3
2003-07-24,981.6,-0.00714140179299103,1,4
2003-07-25,998.68,0.0171025753995273,1,5
2003-07-28,996.52,-0.00216754304981332,3,1
2003-07-29,989.28,-0.00731845382500405,1,2
2003-07-30,987.49,-0.00181267658406664,1,3
2003-07-31,990.31,0.00284759317789373,1,4
2003-08-01,980.15,-0.0103657603428046,1,5
2003-08-04,982.82,0.00271667243238851,3,1
2003-08-05,965.46,-0.0179810660203426,1,2
2003-08-06,967.08,0.00167514579972702,1,3
2003-08-07,974.12,0.00722703568348865,1,4
2003-08-08,977.59,0.00354954531040623,1,5
2003-08-11,980.59,0.00305938261658797,3,1
2003-08-12,990.35,0.009855101731711,1,2
2003-08-13,984.03,-0.00642256841762959,1,3
2003-08-14,990.51,0.00654208438077356,1,4
2003-08-15,990.67,0.000161506858994386,1,5
2003-08-18,999.74,0.00907235881329151,3,1
2003-08-19,1002.35,0.00260388087993217,1,2
2003-08-20,1000.3,-0.00204938518444474,1,3
2003-08-21,1003.27,0.00296031975440313,1,4
2003-08-22,993.06,-0.0102813525869535,1,5
2003-08-25,993.71,0.000654114379446811,3,1
2003-08-26,996.73,0.00302990779850108,1,2
2003-08-27,996.79,6.01932202369059e-05,1,3
2003-08-28,1002.84,0.00603286665868939,1,4
2003-08-29,1008.01,0.00512891737185143,1,5
2003-09-02,1021.99,0.0136791945126665,4,2
2003-09-03,1026.27,0.00417044247615147,1,3
2003-09-04,1027.97,0.00165374475908834,1,4
2003-09-05,1021.39,-0.00644220131389581,1,5
2003-09-08,1031.64,0.00993563646233193,3,1
2003-09-09,1023.17,-0.00827819423947158,1,2
2003-09-10,1010.92,-0.0121176749891188,1,3
2003-09-11,1016.42,0.00541114893449558,1,4
2003-09-12,1018.63,0.00216958071134763,1,5
2003-09-15,1014.81,-0.00376425143622949,3,1
2003-09-16,1029.32,0.0140966851902227,1,2
2003-09-17,1025.97,-0.0032652026862383,1,3
2003-09-18,1039.58,0.0130918255449315,1,4
2003-09-19,1036.3,-0.00316510662935441,1,5
2003-09-22,1022.82,-0.0131792495258207,3,1
2003-09-23,1029.03,0.00603480948077308,1,2
2003-09-24,1009.38,-0.0194673958271414,1,3
2003-09-25,1003.27,-0.00609008542067441,1,4
2003-09-26,996.85,-0.00644028690374676,1,5
2003-09-29,1006.58,0.0096663951201097,3,1
2003-09-30,995.97,-0.0106529313131922,1,2
2003-10-01,1018.22,0.0218518591267113,1,3
2003-10-02,1020.24,0.00197992629185288,1,4
2003-10-03,1029.85,0.00933145603728689,1,5
2003-10-06,1034.35,0.00435055832165128,3,1
2003-10-07,1039.25,0.00471493865768592,1,2
2003-10-08,1033.78,-0.00529126119677303,1,3
2003-10-09,1038.73,0.00476543471354447,1,4
2003-10-10,1038.06,-0.000645434753289861,1,5
2003-10-13,1045.35,0.00697374085234607,3,1
2003-10-14,1049.48,0.00393528223501173,1,2
2003-10-15,1046.76,-0.00259849440177312,1,3
2003-10-16,1050.07,0.00315217080766039,1,4
2003-10-17,1039.32,-0.01034330138937,1,5
2003-10-20,1044.68,0.00513075774399828,3,1
2003-10-21,1046.03,0.00129059396002018,1,2
2003-10-22,1030.36,-0.0152082767188168,1,3
2003-10-23,1033.77,0.00329860607291765,1,4
2003-10-24,1028.91,-0.00472344519928847,1,5
2003-10-27,1031.13,0.00215297780105324,3,1
2003-10-28,1046.79,0.0149600206345111,1,2
2003-10-29,1048.11,0.00125940979477339,1,3
2003-10-30,1046.94,-0.00111754255258166,1,4
2003-10-31,1050.71,0.00358804998524805,1,5
2003-11-03,1059.02,0.0078468773016562,3,1
2003-11-04,1053.25,-0.00547828150961309,1,2
2003-11-05,1051.81,-0.00136906855800958,1,3
2003-11-06,1058.05,0.00589764188837958,1,4
2003-11-07,1053.21,-0.00459547478660468,1,5
2003-11-10,1047.11,-0.00582555796430188,3,1
2003-11-11,1046.57,-0.000515971220271901,1,2
2003-11-12,1058.53,0.0112986878028965,1,3
2003-11-13,1058.41,-0.000113377613590093,1,4
2003-11-14,1050.35,-0.00767363259865776,1,5
2003-11-17,1043.63,-0.00643906365282696,3,1
2003-11-18,1034.15,-0.00916694870183244,1,2
2003-11-19,1042.44,0.00795249606691988,1,3
2003-11-20,1033.65,-0.00850384559570451,1,4
2003-11-21,1035.28,0.00157445328799927,1,5
2003-11-24,1052.08,0.0159683674245304,3,1
2003-11-25,1053.89,0.0017174467923599,1,2
2003-11-26,1058.45,0.00430818649912603,1,3
2003-11-28,1058.2,-0.000236250236250236,2,5
2003-12-01,1070.12,0.011138937689231,3,1
2003-12-02,1066.62,-0.00328139356096829,1,2
2003-12-03,1064.73,-0.00177509791214662,1,3
2003-12-04,1069.72,0.00466477208989269,1,4
2003-12-05,1061.5,-0.00774375883184176,1,5
2003-12-08,1069.3,0.00729449172355743,3,1
2003-12-09,1060.18,-0.00860231281480493,1,2
2003-12-10,1059.05,-0.00106699400406035,1,3
2003-12-11,1071.21,0.0113516490697436,1,4
2003-12-12,1074.14,0.00272776360623388,1,5
2003-12-15,1068.04,-0.00571139657690736,3,1
2003-12-16,1075.13,0.00659455135658027,1,2
2003-12-17,1076.48,0.00125408739595711,1,3
2003-12-18,1089.18,0.0116601480012487,1,4
2003-12-19,1088.66,-0.000477651424687213,1,5
2003-12-22,1092.94,0.00391604296667701,3,1
2003-12-23,1096.02,0.00281016769766968,1,2
2003-12-24,1094.04,-0.00180980585718988,1,3
2003-12-26,1095.89,0.00168812563304724,2,5
2003-12-29,1109.48,0.012248981504849,3,1
2003-12-30,1109.64,0.000144190908763276,1,2
2003-12-31,1111.92,0.002050507230736,1,3
2004-01-02,1108.48,-0.0031033487297922,2,5
2004-01-05,1122.22,0.0122435886011656,3,1
2004-01-06,1123.67,0.0012904144455223,1,2
2004-01-07,1126.33,0.00236165244644097,1,3
2004-01-08,1131.92,0.0049385115555871,1,4
2004-01-09,1121.86,-0.00896725081560995,1,5
2004-01-12,1127.23,0.0047638902442271,3,1
2004-01-13,1121.22,-0.00536023260377088,1,2
2004-01-14,1130.52,0.00822630294023985,1,3
2004-01-15,1132.05,0.00135153040943419,1,4
2004-01-16,1139.83,0.00682557925304648,1,5
2004-01-20,1138.77,-0.000930828876770503,4,2
2004-01-21,1147.62,0.00771161185758344,1,3
2004-01-22,1143.94,-0.00321695193803857,1,4
2004-01-23,1141.55,-0.00209364460601822,1,5
2004-01-26,1155.37,0.0119615361312826,3,1
2004-01-27,1144.05,-0.00989467243564524,1,2
2004-01-28,1128.48,-0.0137973202892386,1,3
2004-01-29,1134.11,0.0049642450908641,1,4
2004-01-30,1131.13,-0.00263453360798475,1,5
2004-02-02,1135.26,0.00363793316068555,3,1
2004-02-03,1136.03,0.000677799001786909,1,2
2004-02-04,1126.52,-0.00844192735148954,1,3
2004-02-05,1128.59,0.00183414703302345,1,4
2004-02-06,1142.76,0.0123998039833386,1,5
2004-02-09,1139.81,-0.00258815065668844,3,1
2004-02-10,1145.54,0.00500200778672069,1,2
2004-02-11,1157.76,0.0105548645660586,1,3
2004-02-12,1152.11,-0.00490404562064394,1,4
2004-02-13,1145.81,-0.005498293783437,1,5
2004-02-17,1156.99,0.00966300486607496,4,2
2004-02-18,1151.82,-0.00448854855793446,1,3
2004-02-19,1147.06,-0.00414973933360068,1,4
2004-02-20,1144.11,-0.00257842340334412,1,5
2004-02-23,1140.99,-0.00273446743617375,3,1
2004-02-24,1139.09,-0.00166799813886531,1,2
2004-02-25,1143.67,0.00400465169148457,1,3
2004-02-26,1144.91,0.00108305456324079,1,4
2004-02-27,1144.94,2.62022464059014e-05,1,5
2004-03-01,1155.97,0.00954177011514137,3,1
2004-03-02,1149.1,-0.00597859194151955,1,2
2004-03-03,1151.03,0.00167675907665314,1,3
2004-03-04,1154.87,0.00332504957267911,1,4
2004-03-05,1156.86,0.00172017357329323,1,5
2004-03-08,1147.2,-0.00842050209205008,3,1
2004-03-09,1140.58,-0.00580406459871304,1,2
2004-03-10,1123.89,-0.0148502077605458,1,3
2004-03-11,1106.78,-0.0154592601962451,1,4
2004-03-12,1120.57,0.0123062370043817,1,5
2004-03-15,1104.49,-0.0145587556247679,3,1
2004-03-16,1110.7,0.00559106869541734,1,2
2004-03-17,1123.75,0.0116129032258064,1,3
2004-03-18,1122.32,-0.00127414641100583,1,4
2004-03-19,1109.78,-0.0112995368451404,1,5
2004-03-22,1095.4,-0.0131276246120138,3,1
2004-03-23,1093.95,-0.00132547191370725,1,2
2004-03-24,1091.33,-0.0024007403810031,1,3
2004-03-25,1109.19,0.016101840081501,1,4
2004-03-26,1108.06,-0.00101980037182112,1,5
2004-03-29,1122.47,0.0128377595837751,3,1
2004-03-30,1127,0.00401952085181896,1,2
2004-03-31,1126.21,-0.000701467754681599,1,3
2004-04-01,1132.17,0.00526422710370354,1,4
2004-04-02,1141.81,0.0084427356565452,1,5
2004-04-05,1150.57,0.00761361759823391,3,1
2004-04-06,1148.16,-0.00209901059085829,1,2
2004-04-07,1140.53,-0.00668987225237399,1,3
2004-04-08,1139.32,-0.00106203700452905,1,4
2004-04-12,1145.2,0.00513447432762846,4,1
2004-04-13,1129.44,-0.0139538178212211,1,2
2004-04-14,1128.17,-0.00112571686891158,1,3
2004-04-15,1128.84,0.00059352964104731,1,4
2004-04-16,1134.61,0.00508544786314239,1,5
2004-04-19,1135.82,0.00106530964413379,3,1
2004-04-20,1118.15,-0.0158028887000848,1,2
2004-04-21,1124.09,0.00528427439084044,1,3
2004-04-22,1139.93,0.0138955900800928,1,4
2004-04-23,1140.6,0.000587410135016522,1,5
2004-04-26,1135.53,-0.00446487543261731,3,1
2004-04-27,1138.11,0.00226691620317889,1,2
2004-04-28,1122.41,-0.0139877584839763,1,3
2004-04-29,1113.89,-0.00764887017569058,1,4
2004-04-30,1107.3,-0.00595141334778303,1,5
2004-05-03,1117.49,0.00911864983131845,3,1
2004-05-04,1119.55,0.00184002501004863,1,2
2004-05-05,1121.53,0.0017654454183125,1,3
2004-05-06,1113.99,-0.00676846291259344,1,4
2004-05-07,1098.7,-0.0139164467097478,1,5
2004-05-10,1087.12,-0.01065199793951,3,1
2004-05-11,1095.45,0.00760418093021147,1,2
2004-05-12,1097.28,0.00166776027996494,1,3
2004-05-13,1096.44,-0.000766115792929771,1,4
2004-05-14,1095.7,-0.000675367345076215,1,5
2004-05-17,1084.1,-0.0107001199151371,3,1
2004-05-18,1091.49,0.00677056134275174,1,2
2004-05-19,1088.68,-0.00258110739611267,1,3
2004-05-20,1089.19,0.000468237864835328,1,4
2004-05-21,1093.56,0.00399612275503849,1,5
2004-05-24,1095.41,0.00168886535635071,3,1
2004-05-25,1113.05,0.0158483446386055,1,2
2004-05-26,1114.94,0.00169515848386469,1,3
